dateraw,cp_flag,exdateraw,tauday,x,s,tr,money,oprice,volume,iv,deltachk
03Nov2025,C,14Nov2025,11,210.0,284.1199951171875,0.0406,-7.211816637430759,74.55000000000001,1.0,0.9169930175781252,0.9764944894892272
03Nov2025,C,14Nov2025,11,215.0,284.1199951171875,0.0406,-7.1882861400205655,69.575,9.0,0.8637708935546875,0.9739397483344934
03Nov2025,C,14Nov2025,11,245.0,284.1199951171875,0.0406,-7.0576659576035015,39.75,40.0,0.5451705639648439,0.9479725699354
03Nov2025,C,14Nov2025,11,250.0,284.1199951171875,0.0406,-7.037463250285982,34.875,21.0,0.5056201782226561,0.9351590967813368
03Nov2025,C,14Nov2025,11,255.0,284.1199951171875,0.0406,-7.017660622989802,29.875,22.0,0.5916788879394532,0.8677918969606387
03Nov2025,C,14Nov2025,11,260.0,284.1199951171875,0.0406,-6.9982425371327,25.675,80.0,0.5343064147949219,0.845187044984632
03Nov2025,C,14Nov2025,11,262.5,284.1199951171875,0.0406,-6.98867308611655,23.35,2.0,0.5158739819335938,0.8269543716499732
03Nov2025,C,14Nov2025,11,265.0,284.1199951171875,0.0406,-6.979194342162006,20.925,10.0,0.4688773815917969,0.8190152218182944
03Nov2025,C,14Nov2025,11,267.5,284.1199951171875,0.0406,-6.969804601812167,18.525,11.0,0.4255428540039063,0.8076971858922437
03Nov2025,C,14Nov2025,11,270.0,284.1199951171875,0.0406,-6.960502209149853,16.525,228.0,0.422735264892578,0.7727604874619689
03Nov2025,C,14Nov2025,11,272.5,284.1199951171875,0.0406,-6.951285554044929,14.375,80.0,0.3986876538085938,0.7439650788273251
03Nov2025,C,14Nov2025,11,275.0,284.1199951171875,0.0406,-6.942153070481657,12.375,403.0,0.3772034936523437,0.708723555829339
03Nov2025,C,14Nov2025,11,277.5,284.1199951171875,0.0406,-6.933103234961739,10.875,110.0,0.4010069665527344,0.6521173407578
03Nov2025,C,14Nov2025,11,280.0,284.1199951171875,0.0406,-6.924134564978979,8.8,429.0,0.3424138024902343,0.6163992060550398
03Nov2025,C,14Nov2025,11,282.5,284.1199951171875,0.0406,-6.915245617561733,7.349999999999999,903.0,0.3419255261230468,0.5582857998965103
03Nov2025,C,14Nov2025,11,285.0,284.1199951171875,0.0406,-6.906434987879578,5.949999999999999,1951.0,0.3314275842285156,0.4985178028141805
03Nov2025,C,14Nov2025,11,287.5,284.1199951171875,0.0406,-6.897701307910823,4.800000000000001,317.0,0.3284368914794922,0.4374457493965129
03Nov2025,C,14Nov2025,11,290.0,284.1199951171875,0.0406,-6.889043245167708,3.850000000000001,2197.0,0.3254461987304687,0.3772680960286899
03Nov2025,C,14Nov2025,11,292.5,284.1199951171875,0.0406,-6.8804595014763175,3.0450000000000004,376.0,0.3255072332763671,0.3211457102554464
03Nov2025,C,14Nov2025,11,295.0,284.1199951171875,0.0406,-6.871948811808409,2.465,1841.0,0.3354558642578125,0.2758669958149056
03Nov2025,C,14Nov2025,11,297.5,284.1199951171875,0.0406,-6.863509943162544,1.855,212.0,0.3265448205566406,0.2230783966420383
03Nov2025,C,14Nov2025,11,300.0,284.1199951171875,0.0406,-6.855141693492027,1.425,1228.0,0.3266668896484375,0.1816498086271476
03Nov2025,C,14Nov2025,11,302.5,284.1199951171875,0.0406,-6.846842890677332,1.11,87.0,0.3313055151367187,0.1492029440451439
03Nov2025,C,14Nov2025,11,305.0,284.1199951171875,0.0406,-6.838612391540817,0.825,243.0,0.3283758569335937,0.1162340096218804
03Nov2025,C,14Nov2025,11,307.5,284.1199951171875,0.0406,-6.830449080901656,0.635,49.0,0.3315496533203125,0.092771937514215
03Nov2025,C,14Nov2025,11,310.0,284.1199951171875,0.0406,-6.822351870669036,0.48,391.0,0.33399103515625,0.0730520960391114
03Nov2025,C,14Nov2025,11,312.5,284.1199951171875,0.0406,-6.814319698971772,0.3649999999999999,28.0,0.3388737988281249,0.0584192889419834
03Nov2025,C,14Nov2025,11,315.0,284.1199951171875,0.0406,-6.806351529322595,0.275,155.0,0.3491276025390625,0.0492835246855351
03Nov2025,C,14Nov2025,11,317.5,284.1199951171875,0.0406,-6.798446349815482,0.19,2.0,0.3442448388671875,0.035271822510485
03Nov2025,C,14Nov2025,11,320.0,284.1199951171875,0.0406,-6.790603172354456,0.16,68.0,0.348639326171875,0.0277819879776353
03Nov2025,C,14Nov2025,11,325.0,284.1199951171875,0.0406,-6.775098985818491,0.095,129.0,0.36133451171875,0.0182112546433143
03Nov2025,C,14Nov2025,11,330.0,284.1199951171875,0.0406,-6.759831513687702,0.06,4.0,0.37305314453125,0.0119043393707185
03Nov2025,C,14Nov2025,11,335.0,284.1199951171875,0.0406,-6.744793636323162,0.035,12.0,0.38867798828125,0.0084344666702231
03Nov2025,C,14Nov2025,11,337.5,284.1199951171875,0.0406,-6.737358657835643,0.025,1.0,0.40430283203125,0.0081868950826452
03Nov2025,C,21Nov2025,18,120.0,284.1199951171875,0.0406,-7.77256020314396,164.5,1.0,1.78515732421875,0.991283199794426
