dateraw,cp_flag,exdateraw,tauday,x,s,tr,money,oprice,volume,iv,deltachk
2026-01-26,C,06Feb2026,11,109.0,111.31500244140624,0.0379,-6.930425803854975,5.75,1.0,0.5647016186523439,0.6083600819275198
2026-01-26,C,06Feb2026,11,110.0,111.31500244140624,0.0379,-6.921293320291703,4.775,60.0,0.5102588037109376,0.5758707399399998
2026-01-26,C,06Feb2026,11,111.0,111.31500244140624,0.0379,-6.912243484771785,3.7599999999999993,23.0,0.5524947094726562,0.5356223915841978
2026-01-26,C,06Feb2026,11,112.0,111.31500244140624,0.0379,-6.903274814789024,3.7,195.0,0.5119677709960937,0.4953183377616581
2026-01-26,C,06Feb2026,11,113.0,111.31500244140624,0.0379,-6.894385867371778,3.195,26.0,0.5351608984375,0.4589947196915009
2026-01-26,C,06Feb2026,11,114.0,111.31500244140624,0.0379,-6.885575237689623,2.72,41.0,0.4909718872070313,0.4115257965373351
2026-01-26,C,06Feb2026,11,115.0,111.31500244140624,0.0379,-6.876841557720868,2.385,117.0,0.4973194799804688,0.3741683266648153
2026-01-26,C,06Feb2026,11,116.0,111.31500244140624,0.0379,-6.868183494977754,1.875,22.0,0.48438015625,0.3319104573090928
2026-01-26,C,06Feb2026,11,117.0,111.31500244140624,0.0379,-6.859599751286362,1.705,242.0,0.5151415673828125,0.3087160776016285
2026-01-26,C,06Feb2026,11,118.0,111.31500244140624,0.0379,-6.851089061618454,1.34,20.0,0.4819387744140625,0.2605692026853818
2026-01-26,C,06Feb2026,11,119.0,111.31500244140624,0.0379,-6.84265019297259,1.13,45.0,0.4809622216796875,0.228397637741776
2026-01-26,C,06Feb2026,11,120.0,111.31500244140624,0.0379,-6.834281943302073,0.945,162.0,0.467778759765625,0.1920200965437484
2026-01-26,C,06Feb2026,11,121.0,111.31500244140624,0.0379,-6.825983140487378,0.86,10.0,0.4968312036132813,0.1811748858110182
2026-01-26,C,06Feb2026,11,122.0,111.31500244140624,0.0379,-6.817752641350863,0.66,3.0,0.4897511962890626,0.1533647452829221
2026-01-26,C,06Feb2026,11,123.0,111.31500244140624,0.0379,-6.8095893307117015,0.53,34.0,0.485356708984375,0.1294459602999924
2026-01-26,C,06Feb2026,11,124.0,111.31500244140624,0.0379,-6.801492120479082,0.405,6.0,0.4726615234375,0.1037890538349257
2026-01-26,C,06Feb2026,11,125.0,111.31500244140624,0.0379,-6.793459948781818,0.38,18.0,0.4755911816406249,0.0886253633945745
2026-01-26,C,06Feb2026,11,126.0,111.31500244140624,0.0379,-6.785491779132641,0.3399999999999999,2.0,0.5219774365234374,0.0951650742150631
2026-01-26,C,06Feb2026,11,127.0,111.31500244140624,0.0379,-6.777586599625527,0.2249999999999999,16.0,0.48242705078125,0.0644435204116981
2026-01-26,C,06Feb2026,11,128.0,111.31500244140624,0.0379,-6.769743422164502,0.225,2.0,0.5288133056640626,0.0717279459310756
2026-01-26,C,06Feb2026,11,130.0,111.31500244140624,0.0379,-6.754239235628536,0.15,2.0,0.526371923828125,0.0505105811024923
2026-01-26,C,06Feb2026,11,131.0,111.31500244140624,0.0379,-6.746576362882967,0.14,3.0,0.5459029785156251,0.0485801304329011
2026-01-26,C,06Feb2026,11,135.0,111.31500244140624,0.0379,-6.716498907645689,0.1,2.0,0.5312546875,0.0210149920554858
2026-01-26,C,06Feb2026,11,155.0,111.31500244140624,0.0379,-6.578348569164872,0.175,1.0,0.9062509375,0.0217754639339479
2026-01-26,C,13Feb2026,18,105.0,111.31500244140624,0.0379,-6.968866113704373,8.65,26.0,0.6345251391601563,0.6908273372078889
2026-01-26,C,13Feb2026,18,110.0,111.31500244140624,0.0379,-6.922346098069481,5.1,67.0,0.448125635986328,0.5745439244823571
2026-01-26,C,13Feb2026,18,111.0,111.31500244140624,0.0379,-6.913296262549562,4.425,4.0,0.473638076171875,0.5387570176281254
