dateraw,cp_flag,exdateraw,tauday,x,s,tr,money,oprice,volume,iv,deltachk
2026-01-26,C,06Feb2026,11,190.0,435.2000122070313,0.0379,-7.738191295491993,245.35,1.0,1.78125109375,0.9977336460223292
2026-01-26,C,06Feb2026,11,200.0,435.2000122070313,0.0379,-7.686898001104442,235.3,2.0,1.60547072265625,0.9983217555410598
2026-01-26,C,06Feb2026,11,220.0,435.2000122070313,0.0379,-7.591587821300118,215.375,4.0,1.51172119140625,0.996880875093401
2026-01-26,C,06Feb2026,11,280.0,435.2000122070313,0.0379,-7.350425764483229,156.10000000000002,32.0,1.2822301513671874,0.9820330956475772
2026-01-26,C,06Feb2026,11,285.0,435.2000122070313,0.0379,-7.332726187383828,150.925,2.0,1.193363408203125,0.9843189036176968
2026-01-26,C,06Feb2026,11,290.0,435.2000122070313,0.0379,-7.31533444467196,145.625,1.0,1.0595750146484375,0.9894163128724032
2026-01-26,C,06Feb2026,11,300.0,435.2000122070313,0.0379,-7.281432892996278,135.55,12.0,0.9536137451171874,0.9902779103247452
2026-01-26,C,06Feb2026,11,315.0,435.2000122070313,0.0379,-7.232642728826846,120.925,2.0,0.9448247705078124,0.9802838865822788
2026-01-26,C,06Feb2026,11,320.0,435.2000122070313,0.0379,-7.216894371858707,116.05,12.0,0.9309088940429688,0.9767350174139798
2026-01-26,C,06Feb2026,11,325.0,435.2000122070313,0.0379,-7.201390185322742,111.325,1.0,0.9387213159179688,0.9699594743903596
2026-01-26,C,06Feb2026,11,330.0,435.2000122070313,0.0379,-7.186122713191954,106.025,15.0,0.8466812207031249,0.9752274463027972
2026-01-26,C,06Feb2026,11,340.0,435.2000122070313,0.0379,-7.156269750042272,96.15,29.0,0.7897970239257812,0.969765161615457
2026-01-26,C,06Feb2026,11,342.5,435.2000122070313,0.0379,-7.148943709950199,93.90000000000002,6.0,0.8068866967773438,0.9631302397397744
2026-01-26,C,06Feb2026,11,345.0,435.2000122070313,0.0379,-7.14167095062112,91.425,50.0,0.790041162109375,0.9616674474691276
2026-01-26,C,06Feb2026,11,347.5,435.2000122070313,0.0379,-7.134450702647633,88.42500000000001,2.0,0.6948272705078126,0.973532507922064
2026-01-26,C,06Feb2026,11,350.0,435.2000122070313,0.0379,-7.127282213169019,86.575,28.0,0.7685570019531252,0.956203660391432
2026-01-26,C,06Feb2026,11,355.0,435.2000122070313,0.0379,-7.113097578177063,81.57499999999999,25.0,0.7277859252929688,0.9539464102723276
2026-01-26,C,06Feb2026,11,360.0,435.2000122070313,0.0379,-7.099111336202324,76.4,3.0,0.667239655761719,0.9559490521696395
