date,_TEMG001
11APR2002,13
12APR2002,11
15APR2002,4
16APR2002,31
17APR2002,33
18APR2002,22
19APR2002,38
22APR2002,24
23APR2002,19
24APR2002,12
25APR2002,27
26APR2002,23
29APR2002,21
30APR2002,21
01MAY2002,9
02MAY2002,22
03MAY2002,23
06MAY2002,31
07MAY2002,17
08MAY2002,43
09MAY2002,23
10MAY2002,4
13MAY2002,10
14MAY2002,35
15MAY2002,24
16MAY2002,11
17MAY2002,17
20MAY2002,9
21MAY2002,38
22MAY2002,12
23MAY2002,12
24MAY2002,4
28MAY2002,17
29MAY2002,14
30MAY2002,4
31MAY2002,8
03JUN2002,16
04JUN2002,32
05JUN2002,16
06JUN2002,26
07JUN2002,37
10JUN2002,30
11JUN2002,31
12JUN2002,40
13JUN2002,42
14JUN2002,51
17JUN2002,37
18JUN2002,17
19JUN2002,69
20JUN2002,43
21JUN2002,29
24JUN2002,65
25JUN2002,37
26JUN2002,47
27JUN2002,39
28JUN2002,25
01JUL2002,35
02JUL2002,30
03JUL2002,24
05JUL2002,32
08JUL2002,26
09JUL2002,23
10JUL2002,29
11JUL2002,31
12JUL2002,28
15JUL2002,40
16JUL2002,43
17JUL2002,63
18JUL2002,43
19JUL2002,51
22JUL2002,44
23JUL2002,43
24JUL2002,50
25JUL2002,27
26JUL2002,29
29JUL2002,33
30JUL2002,27
31JUL2002,17
01AUG2002,14
02AUG2002,22
05AUG2002,13
06AUG2002,44
07AUG2002,42
08AUG2002,39
09AUG2002,9
12AUG2002,9
13AUG2002,4
14AUG2002,18
15AUG2002,30
16AUG2002,13
19AUG2002,35
20AUG2002,22
21AUG2002,21
22AUG2002,21
23AUG2002,5
26AUG2002,8
27AUG2002,13
28AUG2002,9
29AUG2002,6
30AUG2002,5
03SEP2002,21
04SEP2002,12
05SEP2002,9
06SEP2002,13
09SEP2002,15
10SEP2002,15
11SEP2002,10
12SEP2002,23
13SEP2002,4
16SEP2002,8
17SEP2002,19
18SEP2002,11
19SEP2002,13
20SEP2002,11
23SEP2002,30
24SEP2002,30
25SEP2002,14
26SEP2002,18
27SEP2002,4
30SEP2002,12
01OCT2002,16
02OCT2002,16
03OCT2002,15
04OCT2002,15
07OCT2002,9
08OCT2002,18
09OCT2002,15
10OCT2002,9
11OCT2002,9
15OCT2002,7
17OCT2002,20
18OCT2002,23
21OCT2002,11
22OCT2002,8
24OCT2002,19
25OCT2002,13
28OCT2002,20
29OCT2002,6
30OCT2002,22
31OCT2002,24
01NOV2002,14
04NOV2002,33
05NOV2002,25
06NOV2002,13
07NOV2002,21
08NOV2002,8
13NOV2002,18
14NOV2002,10
15NOV2002,8
18NOV2002,13
19NOV2002,8
20NOV2002,4
21NOV2002,22
22NOV2002,12
25NOV2002,13
26NOV2002,10
27NOV2002,10
02DEC2002,21
03DEC2002,4
04DEC2002,15
05DEC2002,14
06DEC2002,12
09DEC2002,16
10DEC2002,4
12DEC2002,8
16DEC2002,8
17DEC2002,4
18DEC2002,5
19DEC2002,16
20DEC2002,10
23DEC2002,4
26DEC2002,5
30DEC2002,4
31DEC2002,5
02JAN2003,13
03JAN2003,13
06JAN2003,15
07JAN2003,13
08JAN2003,4
09JAN2003,12
10JAN2003,10
13JAN2003,8
14JAN2003,8
15JAN2003,14
16JAN2003,33
17JAN2003,18
21JAN2003,11
22JAN2003,12
23JAN2003,4
24JAN2003,7
27JAN2003,8
28JAN2003,14
29JAN2003,14
30JAN2003,4
03FEB2003,8
05FEB2003,13
06FEB2003,5
10FEB2003,9
11FEB2003,4
14FEB2003,4
18FEB2003,5
19FEB2003,11
21FEB2003,8
28FEB2003,4
04MAR2003,4
05MAR2003,20
07MAR2003,4
10MAR2003,8
11MAR2003,5
14MAR2003,8
17MAR2003,12
19MAR2003,11
24MAR2003,5
26MAR2003,8
27MAR2003,4
31MAR2003,4
02APR2003,8
03APR2003,4
04APR2003,4
09APR2003,5
11APR2003,35
14APR2003,22
15APR2003,4
16APR2003,22
17APR2003,13
21APR2003,12
22APR2003,14
23APR2003,9
24APR2003,8
25APR2003,5
28APR2003,15
29APR2003,8
30APR2003,4
01MAY2003,4
02MAY2003,8
05MAY2003,45
06MAY2003,56
07MAY2003,44
08MAY2003,32
09MAY2003,33
12MAY2003,31
13MAY2003,31
14MAY2003,19
15MAY2003,24
16MAY2003,9
19MAY2003,30
20MAY2003,22
21MAY2003,23
22MAY2003,21
23MAY2003,12
27MAY2003,28
28MAY2003,29
29MAY2003,9
30MAY2003,18
02JUN2003,15
03JUN2003,14
04JUN2003,4
05JUN2003,5
06JUN2003,17
09JUN2003,34
10JUN2003,8
11JUN2003,5
12JUN2003,13
13JUN2003,7
16JUN2003,16
17JUN2003,15
18JUN2003,31
19JUN2003,29
20JUN2003,21
23JUN2003,38
24JUN2003,30
25JUN2003,35
26JUN2003,7
27JUN2003,20
01JUL2003,8
02JUL2003,9
03JUL2003,4
07JUL2003,26
08JUL2003,18
09JUL2003,22
10JUL2003,17
11JUL2003,12
14JUL2003,10
15JUL2003,15
16JUL2003,6
17JUL2003,36
18JUL2003,19
21JUL2003,20
22JUL2003,18
23JUL2003,4
24JUL2003,10
25JUL2003,20
28JUL2003,10
29JUL2003,14
30JUL2003,8
31JUL2003,9
01AUG2003,4
04AUG2003,8
05AUG2003,49
06AUG2003,21
07AUG2003,18
08AUG2003,4
11AUG2003,5
13AUG2003,13
14AUG2003,5
15AUG2003,9
18AUG2003,10
19AUG2003,5
20AUG2003,17
21AUG2003,22
22AUG2003,4
25AUG2003,9
26AUG2003,10
27AUG2003,9
28AUG2003,25
29AUG2003,26
02SEP2003,15
03SEP2003,16
04SEP2003,19
05SEP2003,18
08SEP2003,4
09SEP2003,20
10SEP2003,21
11SEP2003,18
12SEP2003,14
15SEP2003,16
16SEP2003,8
17SEP2003,14
18SEP2003,17
19SEP2003,8
22SEP2003,17
24SEP2003,29
25SEP2003,31
26SEP2003,36
29SEP2003,24
30SEP2003,18
01OCT2003,25
02OCT2003,14
03OCT2003,14
06OCT2003,20
07OCT2003,14
08OCT2003,11
09OCT2003,14
10OCT2003,17
13OCT2003,31
14OCT2003,20
15OCT2003,31
16OCT2003,44
17OCT2003,31
20OCT2003,33
21OCT2003,22
22OCT2003,21
23OCT2003,23
24OCT2003,10
27OCT2003,4
28OCT2003,6
29OCT2003,13
30OCT2003,9
31OCT2003,25
03NOV2003,9
04NOV2003,18
05NOV2003,16
06NOV2003,12
07NOV2003,5
10NOV2003,33
11NOV2003,14
12NOV2003,21
13NOV2003,14
14NOV2003,30
17NOV2003,30
18NOV2003,22
19NOV2003,17
20NOV2003,8
21NOV2003,25
24NOV2003,22
25NOV2003,23
26NOV2003,22
28NOV2003,4
01DEC2003,34
02DEC2003,20
03DEC2003,12
04DEC2003,9
05DEC2003,9
08DEC2003,17
09DEC2003,8
10DEC2003,9
11DEC2003,4
12DEC2003,9
15DEC2003,14
16DEC2003,20
17DEC2003,19
18DEC2003,16
19DEC2003,28
22DEC2003,42
23DEC2003,19
24DEC2003,16
26DEC2003,16
29DEC2003,22
30DEC2003,35
31DEC2003,38
02JAN2004,24
05JAN2004,22
06JAN2004,46
07JAN2004,37
08JAN2004,45
09JAN2004,53
12JAN2004,38
13JAN2004,34
14JAN2004,43
15JAN2004,48
16JAN2004,30
20JAN2004,35
21JAN2004,16
22JAN2004,31
23JAN2004,23
26JAN2004,17
27JAN2004,42
28JAN2004,32
29JAN2004,25
30JAN2004,27
02FEB2004,17
03FEB2004,9
04FEB2004,28
05FEB2004,15
06FEB2004,15
09FEB2004,18
10FEB2004,17
11FEB2004,37
12FEB2004,22
13FEB2004,26
17FEB2004,10
18FEB2004,5
19FEB2004,19
20FEB2004,28
23FEB2004,25
24FEB2004,4
25FEB2004,18
26FEB2004,12
27FEB2004,28
01MAR2004,32
02MAR2004,19
03MAR2004,18
04MAR2004,46
05MAR2004,80
08MAR2004,53
09MAR2004,49
10MAR2004,74
11MAR2004,59
12MAR2004,40
15MAR2004,51
16MAR2004,39
17MAR2004,21
18MAR2004,18
19MAR2004,16
22MAR2004,50
23MAR2004,48
24MAR2004,30
25MAR2004,61
26MAR2004,47
29MAR2004,52
30MAR2004,34
31MAR2004,37
01APR2004,23
02APR2004,35
05APR2004,48
06APR2004,31
07APR2004,37
08APR2004,33
12APR2004,40
13APR2004,33
14APR2004,43
15APR2004,63
16APR2004,43
19APR2004,59
20APR2004,28
21APR2004,46
22APR2004,30
23APR2004,21
26APR2004,54
27APR2004,35
28APR2004,59
29APR2004,49
30APR2004,40
03MAY2004,35
04MAY2004,26
05MAY2004,13
06MAY2004,20
07MAY2004,31
10MAY2004,43
11MAY2004,32
12MAY2004,21
13MAY2004,33
14MAY2004,18
17MAY2004,17
18MAY2004,12
19MAY2004,28
20MAY2004,32
21MAY2004,18
24MAY2004,35
25MAY2004,47
26MAY2004,52
27MAY2004,30
28MAY2004,16
01JUN2004,20
02JUN2004,39
03JUN2004,31
04JUN2004,36
07JUN2004,42
08JUN2004,58
09JUN2004,42
10JUN2004,41
14JUN2004,33
15JUN2004,43
16JUN2004,47
17JUN2004,45
18JUN2004,36
21JUN2004,67
22JUN2004,44
23JUN2004,55
24JUN2004,47
25JUN2004,42
28JUN2004,63
29JUN2004,45
30JUN2004,58
01JUL2004,35
02JUL2004,77
06JUL2004,47
07JUL2004,44
08JUL2004,47
09JUL2004,42
12JUL2004,45
13JUL2004,30
14JUL2004,59
15JUL2004,62
16JUL2004,38
19JUL2004,54
20JUL2004,37
21JUL2004,40
22JUL2004,34
23JUL2004,41
26JUL2004,44
27JUL2004,48
28JUL2004,36
29JUL2004,30
30JUL2004,42
02AUG2004,33
03AUG2004,37
04AUG2004,47
05AUG2004,44
06AUG2004,66
09AUG2004,37
10AUG2004,52
11AUG2004,41
12AUG2004,48
13AUG2004,76
16AUG2004,40
17AUG2004,55
18AUG2004,50
19AUG2004,47
20AUG2004,39
23AUG2004,62
24AUG2004,50
25AUG2004,60
26AUG2004,97
27AUG2004,80
30AUG2004,75
31AUG2004,58
01SEP2004,77
02SEP2004,64
03SEP2004,75
07SEP2004,69
08SEP2004,77
09SEP2004,54
10SEP2004,44
13SEP2004,61
14SEP2004,50
15SEP2004,44
16SEP2004,68
17SEP2004,69
20SEP2004,78
21SEP2004,75
22SEP2004,82
23SEP2004,59
24SEP2004,74
27SEP2004,77
28SEP2004,65
29SEP2004,65
30SEP2004,73
01OCT2004,74
04OCT2004,83
05OCT2004,91
06OCT2004,91
07OCT2004,88
08OCT2004,93
11OCT2004,75
12OCT2004,65
13OCT2004,67
14OCT2004,113
15OCT2004,104
18OCT2004,112
19OCT2004,106
20OCT2004,103
21OCT2004,96
22OCT2004,78
25OCT2004,91
26OCT2004,87
27OCT2004,116
28OCT2004,114
29OCT2004,105
01NOV2004,104
02NOV2004,127
03NOV2004,131
04NOV2004,116
05NOV2004,127
08NOV2004,114
09NOV2004,102
10NOV2004,113
11NOV2004,93
12NOV2004,78
15NOV2004,85
16NOV2004,66
17NOV2004,79
18NOV2004,76
19NOV2004,86
22NOV2004,145
23NOV2004,139
24NOV2004,143
26NOV2004,125
29NOV2004,157
30NOV2004,156
01DEC2004,148
02DEC2004,136
03DEC2004,155
06DEC2004,148
07DEC2004,125
08DEC2004,127
09DEC2004,131
10DEC2004,139
13DEC2004,102
14DEC2004,93
15DEC2004,90
16DEC2004,121
17DEC2004,108
20DEC2004,157
21DEC2004,140
22DEC2004,124
23DEC2004,99
27DEC2004,120
28DEC2004,122
29DEC2004,119
30DEC2004,91
31DEC2004,104
03JAN2005,134
04JAN2005,136
05JAN2005,109
06JAN2005,109
07JAN2005,153
10JAN2005,153
11JAN2005,150
12JAN2005,156
13JAN2005,183
14JAN2005,123
18JAN2005,110
19JAN2005,114
20JAN2005,117
21JAN2005,129
24JAN2005,142
25JAN2005,128
26JAN2005,124
27JAN2005,118
28JAN2005,127
31JAN2005,148
01FEB2005,128
02FEB2005,170
03FEB2005,127
04FEB2005,114
07FEB2005,124
08FEB2005,133
09FEB2005,148
10FEB2005,143
11FEB2005,129
14FEB2005,136
15FEB2005,166
16FEB2005,171
17FEB2005,160
18FEB2005,140
22FEB2005,205
23FEB2005,178
24FEB2005,179
25FEB2005,155
28FEB2005,144
01MAR2005,172
02MAR2005,162
03MAR2005,191
04MAR2005,157
07MAR2005,143
08MAR2005,175
09MAR2005,179
10MAR2005,152
11MAR2005,139
14MAR2005,135
15MAR2005,121
16MAR2005,137
17MAR2005,147
18MAR2005,123
21MAR2005,156
22MAR2005,152
23MAR2005,148
24MAR2005,129
28MAR2005,125
29MAR2005,128
30MAR2005,145
31MAR2005,137
01APR2005,137
04APR2005,134
05APR2005,144
06APR2005,143
07APR2005,131
08APR2005,168
11APR2005,131
12APR2005,132
13APR2005,138
14APR2005,161
15APR2005,152
18APR2005,165
19APR2005,147
20APR2005,146
21APR2005,140
22APR2005,136
25APR2005,132
26APR2005,126
27APR2005,117
28APR2005,130
29APR2005,122
02MAY2005,107
03MAY2005,121
04MAY2005,103
05MAY2005,92
06MAY2005,100
09MAY2005,96
10MAY2005,93
11MAY2005,149
12MAY2005,113
13MAY2005,109
16MAY2005,100
17MAY2005,89
18MAY2005,89
19MAY2005,113
20MAY2005,91
23MAY2005,124
24MAY2005,113
25MAY2005,102
26MAY2005,121
27MAY2005,100
31MAY2005,111
01JUN2005,115
02JUN2005,88
03JUN2005,130
06JUN2005,113
07JUN2005,111
08JUN2005,104
09JUN2005,89
10JUN2005,133
13JUN2005,77
14JUN2005,85
15JUN2005,89
16JUN2005,87
17JUN2005,89
20JUN2005,92
21JUN2005,112
22JUN2005,120
23JUN2005,123
24JUN2005,94
27JUN2005,104
28JUN2005,75
29JUN2005,100
30JUN2005,99
01JUL2005,91
05JUL2005,126
06JUL2005,100
07JUL2005,83
08JUL2005,84
11JUL2005,79
12JUL2005,69
13JUL2005,94
14JUL2005,129
15JUL2005,94
18JUL2005,110
19JUL2005,110
20JUL2005,101
21JUL2005,128
22JUL2005,109
25JUL2005,118
26JUL2005,91
27JUL2005,105
28JUL2005,95
29JUL2005,120
01AUG2005,83
02AUG2005,89
03AUG2005,88
04AUG2005,86
05AUG2005,73
08AUG2005,88
09AUG2005,103
10AUG2005,84
11AUG2005,66
12AUG2005,125
15AUG2005,128
16AUG2005,111
17AUG2005,86
18AUG2005,105
19AUG2005,86
22AUG2005,109
23AUG2005,102
24AUG2005,109
25AUG2005,92
26AUG2005,97
29AUG2005,97
30AUG2005,99
31AUG2005,98
01SEP2005,114
02SEP2005,76
06SEP2005,137
07SEP2005,140
08SEP2005,139
09SEP2005,131
12SEP2005,115
13SEP2005,114
14SEP2005,108
15SEP2005,89
16SEP2005,110
19SEP2005,152
20SEP2005,153
21SEP2005,126
22SEP2005,133
23SEP2005,127
26SEP2005,145
27SEP2005,124
28SEP2005,147
29SEP2005,118
30SEP2005,117
03OCT2005,130
04OCT2005,124
05OCT2005,136
06OCT2005,152
07OCT2005,135
10OCT2005,139
11OCT2005,150
12OCT2005,174
13OCT2005,149
14OCT2005,141
17OCT2005,118
18OCT2005,113
19OCT2005,128
20OCT2005,133
21OCT2005,138
24OCT2005,151
25OCT2005,134
26OCT2005,145
27OCT2005,132
28OCT2005,138
31OCT2005,153
01NOV2005,135
02NOV2005,142
03NOV2005,159
04NOV2005,151
07NOV2005,154
08NOV2005,123
09NOV2005,134
10NOV2005,150
11NOV2005,118
14NOV2005,118
15NOV2005,135
16NOV2005,140
17NOV2005,150
18NOV2005,137
21NOV2005,153
22NOV2005,151
23NOV2005,163
25NOV2005,146
28NOV2005,199
29NOV2005,187
30NOV2005,156
01DEC2005,179
02DEC2005,188
05DEC2005,167
06DEC2005,189
07DEC2005,193
08DEC2005,150
09DEC2005,167
12DEC2005,138
13DEC2005,153
14DEC2005,196
15DEC2005,136
16DEC2005,152
19DEC2005,183
20DEC2005,158
21DEC2005,173
22DEC2005,150
23DEC2005,133
27DEC2005,179
28DEC2005,173
29DEC2005,163
30DEC2005,193
03JAN2006,192
04JAN2006,188
05JAN2006,186
06JAN2006,198
09JAN2006,196
10JAN2006,232
11JAN2006,231
12JAN2006,234
13JAN2006,213
17JAN2006,179
18JAN2006,174
19JAN2006,182
20JAN2006,175
23JAN2006,200
24JAN2006,190
25JAN2006,210
26JAN2006,210
27JAN2006,204
30JAN2006,200
31JAN2006,198
01FEB2006,186
02FEB2006,187
03FEB2006,196
06FEB2006,225
07FEB2006,211
08FEB2006,195
09FEB2006,195
10FEB2006,219
13FEB2006,186
14FEB2006,185
15FEB2006,195
16FEB2006,180
17FEB2006,158
21FEB2006,178
22FEB2006,204
23FEB2006,196
24FEB2006,167
27FEB2006,172
28FEB2006,195
01MAR2006,180
02MAR2006,181
03MAR2006,192
06MAR2006,198
07MAR2006,174
08MAR2006,179
09MAR2006,186
10MAR2006,190
13MAR2006,180
14MAR2006,170
15MAR2006,159
16MAR2006,145
17MAR2006,148
20MAR2006,172
21MAR2006,215
22MAR2006,209
23MAR2006,203
24MAR2006,209
27MAR2006,208
28MAR2006,216
29MAR2006,244
30MAR2006,223
31MAR2006,187
03APR2006,187
04APR2006,180
05APR2006,241
06APR2006,252
07APR2006,211
10APR2006,198
11APR2006,193
12APR2006,184
13APR2006,192
17APR2006,169
18APR2006,157
19APR2006,161
20APR2006,192
21APR2006,162
24APR2006,182
25APR2006,146
26APR2006,194
27APR2006,192
28APR2006,180
01MAY2006,186
02MAY2006,192
03MAY2006,182
04MAY2006,200
05MAY2006,164
08MAY2006,177
09MAY2006,179
10MAY2006,164
11MAY2006,172
12MAY2006,166
15MAY2006,134
16MAY2006,162
17MAY2006,157
18MAY2006,147
19MAY2006,173
22MAY2006,149
23MAY2006,168
24MAY2006,182
25MAY2006,135
26MAY2006,138
30MAY2006,157
31MAY2006,190
01JUN2006,173
02JUN2006,144
05JUN2006,166
06JUN2006,164
07JUN2006,152
08JUN2006,166
09JUN2006,156
12JUN2006,141
13JUN2006,162
14JUN2006,143
15JUN2006,141
16JUN2006,129
19JUN2006,151
20JUN2006,137
21JUN2006,180
22JUN2006,141
23JUN2006,151
26JUN2006,156
27JUN2006,144
28JUN2006,188
29JUN2006,172
30JUN2006,157
03JUL2006,116
05JUL2006,152
06JUL2006,170
07JUL2006,172
10JUL2006,155
11JUL2006,167
12JUL2006,165
13JUL2006,188
14JUL2006,196
17JUL2006,145
18JUL2006,143
19JUL2006,150
20JUL2006,167
21JUL2006,147
24JUL2006,179
25JUL2006,169
26JUL2006,173
27JUL2006,188
28JUL2006,177
31JUL2006,197
01AUG2006,179
02AUG2006,183
03AUG2006,173
04AUG2006,211
07AUG2006,185
08AUG2006,175
09AUG2006,180
10AUG2006,162
11AUG2006,164
14AUG2006,137
15AUG2006,145
16AUG2006,140
17AUG2006,138
18AUG2006,140
21AUG2006,149
22AUG2006,170
23AUG2006,154
24AUG2006,148
25AUG2006,147
28AUG2006,161
29AUG2006,161
30AUG2006,146
31AUG2006,146
01SEP2006,136
05SEP2006,177
06SEP2006,171
07SEP2006,198
08SEP2006,169
11SEP2006,166
12SEP2006,163
13SEP2006,170
14SEP2006,150
15SEP2006,166
18SEP2006,168
19SEP2006,170
20SEP2006,167
21SEP2006,187
22SEP2006,168
25SEP2006,175
26SEP2006,192
27SEP2006,178
28SEP2006,174
29SEP2006,158
02OCT2006,162
03OCT2006,166
04OCT2006,177
05OCT2006,165
06OCT2006,154
09OCT2006,164
10OCT2006,165
11OCT2006,184
12OCT2006,162
13OCT2006,178
16OCT2006,117
17OCT2006,121
18OCT2006,146
19OCT2006,161
20OCT2006,136
23OCT2006,168
24OCT2006,162
25OCT2006,163
26OCT2006,158
27OCT2006,161
30OCT2006,151
31OCT2006,161
01NOV2006,165
02NOV2006,146
03NOV2006,149
06NOV2006,136
07NOV2006,134
08NOV2006,160
09NOV2006,160
10NOV2006,91
13NOV2006,134
14NOV2006,146
15NOV2006,142
16NOV2006,152
17NOV2006,129
20NOV2006,159
21NOV2006,162
22NOV2006,182
24NOV2006,166
27NOV2006,176
28NOV2006,161
29NOV2006,167
30NOV2006,155
01DEC2006,150
04DEC2006,147
05DEC2006,150
06DEC2006,135
07DEC2006,159
08DEC2006,148
11DEC2006,120
12DEC2006,148
13DEC2006,138
14DEC2006,132
15DEC2006,135
18DEC2006,160
19DEC2006,178
20DEC2006,160
21DEC2006,166
22DEC2006,168
26DEC2006,168
27DEC2006,192
28DEC2006,184
29DEC2006,183
03JAN2007,195
04JAN2007,181
05JAN2007,179
08JAN2007,176
09JAN2007,184
10JAN2007,203
11JAN2007,189
12JAN2007,179
16JAN2007,144
17JAN2007,150
18JAN2007,149
19JAN2007,149
22JAN2007,158
23JAN2007,160
24JAN2007,144
25JAN2007,149
26JAN2007,153
29JAN2007,162
30JAN2007,142
31JAN2007,151
01FEB2007,140
02FEB2007,148
05FEB2007,134
06FEB2007,146
07FEB2007,153
08FEB2007,142
09FEB2007,147
12FEB2007,129
13FEB2007,121
14FEB2007,128
15FEB2007,114
16FEB2007,103
20FEB2007,152
21FEB2007,149
22FEB2007,168
23FEB2007,146
26FEB2007,147
27FEB2007,153
28FEB2007,178
01MAR2007,169
02MAR2007,166
05MAR2007,150
06MAR2007,151
07MAR2007,146
08MAR2007,145
09MAR2007,134
12MAR2007,135
13MAR2007,136
14MAR2007,134
15MAR2007,133
16MAR2007,136
19MAR2007,169
20MAR2007,145
21MAR2007,169
22MAR2007,163
23MAR2007,149
26MAR2007,166
27MAR2007,152
28MAR2007,158
29MAR2007,150
30MAR2007,141
02APR2007,154
03APR2007,161
04APR2007,127
05APR2007,130
09APR2007,147
10APR2007,146
11APR2007,147
12APR2007,136
13APR2007,152
16APR2007,127
17APR2007,135
18APR2007,134
19APR2007,122
20APR2007,129
23APR2007,171
24APR2007,174
25APR2007,164
26APR2007,173
27APR2007,167
30APR2007,156
01MAY2007,164
02MAY2007,139
03MAY2007,163
04MAY2007,154
07MAY2007,169
08MAY2007,164
09MAY2007,168
10MAY2007,169
11MAY2007,160
14MAY2007,151
15MAY2007,168
16MAY2007,168
17MAY2007,154
18MAY2007,158
21MAY2007,168
22MAY2007,156
23MAY2007,170
24MAY2007,167
25MAY2007,150
29MAY2007,165
30MAY2007,179
31MAY2007,196
01JUN2007,182
04JUN2007,185
05JUN2007,195
06JUN2007,199
07JUN2007,204
08JUN2007,200
11JUN2007,212
12JUN2007,198
13JUN2007,206
14JUN2007,169
15JUN2007,174
18JUN2007,219
19JUN2007,216
20JUN2007,214
21JUN2007,218
22JUN2007,175
25JUN2007,223
26JUN2007,217
27JUN2007,206
28JUN2007,206
29JUN2007,218
02JUL2007,222
03JUL2007,234
05JUL2007,241
06JUL2007,237
09JUL2007,239
10JUL2007,236
11JUL2007,224
12JUL2007,225
13JUL2007,223
16JUL2007,219
17JUL2007,223
18JUL2007,233
19JUL2007,209
20JUL2007,233
23JUL2007,302
24JUL2007,300
25JUL2007,310
26JUL2007,279
27JUL2007,292
30JUL2007,284
31JUL2007,302
01AUG2007,291
02AUG2007,280
03AUG2007,257
06AUG2007,292
07AUG2007,243
08AUG2007,251
09AUG2007,242
10AUG2007,255
13AUG2007,197
14AUG2007,195
15AUG2007,221
16AUG2007,221
17AUG2007,211
20AUG2007,229
21AUG2007,243
22AUG2007,259
23AUG2007,242
24AUG2007,257
27AUG2007,252
28AUG2007,239
29AUG2007,245
30AUG2007,253
31AUG2007,253
04SEP2007,287
05SEP2007,298
06SEP2007,266
07SEP2007,246
10SEP2007,263
11SEP2007,245
12SEP2007,242
13SEP2007,232
14SEP2007,230
17SEP2007,205
18SEP2007,196
19SEP2007,218
20SEP2007,186
21SEP2007,199
24SEP2007,280
25SEP2007,290
26SEP2007,273
27SEP2007,273
28SEP2007,259
01OCT2007,278
02OCT2007,281
03OCT2007,260
04OCT2007,269
05OCT2007,243
08OCT2007,295
09OCT2007,301
10OCT2007,269
11OCT2007,301
12OCT2007,272
15OCT2007,245
16OCT2007,258
17OCT2007,243
18OCT2007,229
19OCT2007,263
22OCT2007,303
23OCT2007,294
24OCT2007,293
25OCT2007,292
26OCT2007,273
29OCT2007,272
30OCT2007,295
31OCT2007,278
01NOV2007,278
02NOV2007,279
05NOV2007,279
06NOV2007,294
07NOV2007,289
08NOV2007,325
09NOV2007,327
12NOV2007,270
13NOV2007,270
14NOV2007,266
15NOV2007,266
16NOV2007,267
19NOV2007,277
20NOV2007,305
21NOV2007,296
23NOV2007,243
26NOV2007,299
27NOV2007,299
28NOV2007,296
29NOV2007,307
30NOV2007,313
03DEC2007,303
04DEC2007,296
05DEC2007,290
06DEC2007,312
07DEC2007,309
10DEC2007,303
11DEC2007,320
12DEC2007,310
13DEC2007,280
14DEC2007,285
17DEC2007,273
18DEC2007,277
19DEC2007,272
20DEC2007,239
21DEC2007,251
24DEC2007,292
26DEC2007,301
27DEC2007,315
28DEC2007,315
31DEC2007,289
02JAN2008,325
03JAN2008,281
04JAN2008,323
07JAN2008,334
08JAN2008,336
09JAN2008,335
10JAN2008,332
11JAN2008,324
14JAN2008,250
15JAN2008,278
16JAN2008,288
17JAN2008,291
18JAN2008,269
22JAN2008,324
23JAN2008,140
24JAN2008,351
25JAN2008,243
28JAN2008,325
29JAN2008,299
30JAN2008,305
31JAN2008,307
01FEB2008,279
04FEB2008,262
05FEB2008,260
06FEB2008,293
07FEB2008,300
08FEB2008,263
11FEB2008,242
12FEB2008,239
13FEB2008,221
14FEB2008,220
15FEB2008,223
19FEB2008,247
20FEB2008,268
21FEB2008,252
22FEB2008,277
25FEB2008,273
26FEB2008,272
27FEB2008,271
28FEB2008,295
29FEB2008,259
03MAR2008,273
04MAR2008,293
05MAR2008,261
06MAR2008,231
07MAR2008,241
10MAR2008,229
11MAR2008,252
12MAR2008,60
13MAR2008,253
14MAR2008,247
17MAR2008,215
18MAR2008,213
19MAR2008,205
20MAR2008,211
24MAR2008,272
25MAR2008,267
26MAR2008,271
27MAR2008,256
28MAR2008,236
31MAR2008,253
01APR2008,278
02APR2008,277
03APR2008,274
04APR2008,265
07APR2008,297
08APR2008,266
09APR2008,260
10APR2008,247
11APR2008,246
14APR2008,221
15APR2008,205
16APR2008,234
17APR2008,228
18APR2008,249
21APR2008,321
22APR2008,333
23APR2008,313
24APR2008,310
25APR2008,302
28APR2008,285
29APR2008,275
30APR2008,309
01MAY2008,283
02MAY2008,289
05MAY2008,296
06MAY2008,286
07MAY2008,289
08MAY2008,260
09MAY2008,260
12MAY2008,235
13MAY2008,261
14MAY2008,262
15MAY2008,254
16MAY2008,255
19MAY2008,265
20MAY2008,248
21MAY2008,286
22MAY2008,284
23MAY2008,259
27MAY2008,260
28MAY2008,253
29MAY2008,256
30MAY2008,248
02JUN2008,252
03JUN2008,254
04JUN2008,250
05JUN2008,256
06JUN2008,254
09JUN2008,291
10JUN2008,259
11JUN2008,258
12JUN2008,264
13JUN2008,282
16JUN2008,209
17JUN2008,198
18JUN2008,190
19JUN2008,204
20JUN2008,200
23JUN2008,261
24JUN2008,233
25JUN2008,231
26JUN2008,251
27JUN2008,268
30JUN2008,234
01JUL2008,251
02JUL2008,239
03JUL2008,237
07JUL2008,243
08JUL2008,237
09JUL2008,248
10JUL2008,251
11JUL2008,250
14JUL2008,190
15JUL2008,202
16JUL2008,178
17JUL2008,173
18JUL2008,194
21JUL2008,245
22JUL2008,249
23JUL2008,240
24JUL2008,230
25JUL2008,223
28JUL2008,209
29JUL2008,223
30JUL2008,217
31JUL2008,230
01AUG2008,209
04AUG2008,212
05AUG2008,213
06AUG2008,212
07AUG2008,195
08AUG2008,218
11AUG2008,195
12AUG2008,197
13AUG2008,202
14AUG2008,189
15AUG2008,191
18AUG2008,219
19AUG2008,213
20AUG2008,214
21AUG2008,206
22AUG2008,197
