date,_TEMG001
25AUG2008,214
26AUG2008,191
27AUG2008,201
28AUG2008,208
29AUG2008,208
02SEP2008,238
03SEP2008,226
04SEP2008,236
05SEP2008,248
08SEP2008,272
09SEP2008,251
10SEP2008,253
11SEP2008,249
12SEP2008,218
15SEP2008,215
16SEP2008,244
17SEP2008,220
18SEP2008,247
19SEP2008,234
22SEP2008,293
23SEP2008,274
24SEP2008,262
25SEP2008,260
26SEP2008,272
29SEP2008,313
30SEP2008,331
01OCT2008,303
02OCT2008,302
03OCT2008,314
06OCT2008,327
07OCT2008,300
08OCT2008,322
09OCT2008,291
10OCT2008,320
13OCT2008,281
14OCT2008,267
15OCT2008,259
16OCT2008,270
17OCT2008,256
20OCT2008,292
21OCT2008,292
22OCT2008,305
23OCT2008,279
24OCT2008,280
27OCT2008,287
28OCT2008,281
29OCT2008,300
30OCT2008,299
31OCT2008,282
03NOV2008,257
04NOV2008,261
05NOV2008,272
06NOV2008,269
07NOV2008,266
10NOV2008,269
11NOV2008,248
12NOV2008,250
13NOV2008,294
14NOV2008,255
17NOV2008,227
18NOV2008,236
19NOV2008,228
20NOV2008,259
21NOV2008,258
24NOV2008,297
25NOV2008,269
26NOV2008,251
28NOV2008,215
01DEC2008,256
02DEC2008,275
03DEC2008,287
04DEC2008,260
05DEC2008,298
08DEC2008,300
09DEC2008,286
10DEC2008,272
11DEC2008,275
12DEC2008,253
15DEC2008,246
16DEC2008,253
17DEC2008,259
18DEC2008,212
19DEC2008,220
22DEC2008,291
23DEC2008,268
24DEC2008,218
26DEC2008,209
29DEC2008,247
30DEC2008,260
31DEC2008,234
02JAN2009,255
05JAN2009,273
06JAN2009,261
07JAN2009,203
08JAN2009,226
09JAN2009,198
12JAN2009,214
13JAN2009,208
14JAN2009,197
15JAN2009,257
16JAN2009,237
20JAN2009,263
21JAN2009,263
22JAN2009,273
23JAN2009,240
26JAN2009,236
27JAN2009,199
28JAN2009,232
29JAN2009,220
30JAN2009,211
02FEB2009,198
03FEB2009,188
04FEB2009,215
05FEB2009,205
06FEB2009,233
09FEB2009,242
10FEB2009,239
11FEB2009,200
12FEB2009,216
13FEB2009,202
17FEB2009,195
18FEB2009,191
19FEB2009,201
20FEB2009,192
23FEB2009,215
24FEB2009,234
25FEB2009,222
26FEB2009,203
27FEB2009,224
02MAR2009,216
03MAR2009,203
04MAR2009,209
05MAR2009,192
06MAR2009,256
09MAR2009,269
10MAR2009,220
11MAR2009,244
12MAR2009,262
13MAR2009,217
16MAR2009,199
17MAR2009,209
18MAR2009,228
19MAR2009,193
20MAR2009,183
23MAR2009,266
24MAR2009,274
25MAR2009,245
26MAR2009,237
27MAR2009,224
30MAR2009,216
31MAR2009,224
01APR2009,219
02APR2009,266
03APR2009,252
06APR2009,269
07APR2009,248
08APR2009,218
09APR2009,251
13APR2009,246
14APR2009,214
15APR2009,205
16APR2009,228
17APR2009,225
20APR2009,270
21APR2009,283
22APR2009,286
23APR2009,285
24APR2009,274
27APR2009,249
28APR2009,263
29APR2009,242
30APR2009,221
01MAY2009,223
04MAY2009,262
05MAY2009,246
06MAY2009,251
07MAY2009,238
08MAY2009,232
11MAY2009,191
12MAY2009,231
13MAY2009,232
14MAY2009,211
15MAY2009,187
18MAY2009,209
19MAY2009,209
20MAY2009,194
21MAY2009,191
22MAY2009,170
26MAY2009,225
27MAY2009,251
28MAY2009,228
29MAY2009,199
01JUN2009,240
02JUN2009,225
03JUN2009,229
04JUN2009,247
05JUN2009,258
08JUN2009,263
09JUN2009,240
10JUN2009,253
11JUN2009,221
12JUN2009,211
15JUN2009,186
16JUN2009,197
17JUN2009,202
18JUN2009,182
19JUN2009,180
22JUN2009,267
23JUN2009,285
24JUN2009,243
25JUN2009,246
26JUN2009,220
29JUN2009,238
30JUN2009,210
01JUL2009,203
02JUL2009,204
06JUL2009,216
07JUL2009,204
08JUL2009,229
09JUL2009,174
10JUL2009,210
13JUL2009,198
14JUL2009,178
15JUL2009,189
16JUL2009,194
17JUL2009,212
20JUL2009,261
21JUL2009,250
22JUL2009,259
23JUL2009,236
24JUL2009,243
27JUL2009,237
28JUL2009,216
29JUL2009,216
30JUL2009,256
31JUL2009,223
03AUG2009,218
04AUG2009,207
05AUG2009,222
06AUG2009,228
07AUG2009,232
10AUG2009,220
11AUG2009,220
12AUG2009,218
13AUG2009,223
14AUG2009,184
17AUG2009,198
18AUG2009,188
19AUG2009,189
20AUG2009,199
21AUG2009,218
24AUG2009,249
25AUG2009,212
26AUG2009,220
27AUG2009,241
28AUG2009,242
31AUG2009,237
01SEP2009,240
02SEP2009,238
03SEP2009,197
04SEP2009,220
08SEP2009,223
09SEP2009,226
10SEP2009,230
11SEP2009,190
14SEP2009,182
15SEP2009,191
16SEP2009,242
17SEP2009,251
18SEP2009,233
21SEP2009,254
22SEP2009,248
23SEP2009,282
24SEP2009,282
25SEP2009,285
28SEP2009,262
29SEP2009,237
30SEP2009,251
01OCT2009,287
02OCT2009,272
05OCT2009,256
06OCT2009,264
07OCT2009,238
08OCT2009,274
09OCT2009,228
12OCT2009,200
13OCT2009,202
14OCT2009,204
15OCT2009,208
16OCT2009,241
19OCT2009,290
20OCT2009,304
21OCT2009,339
22OCT2009,311
23OCT2009,280
26OCT2009,298
27OCT2009,289
28OCT2009,316
29OCT2009,281
30OCT2009,323
02NOV2009,292
03NOV2009,262
04NOV2009,261
05NOV2009,240
06NOV2009,218
09NOV2009,261
10NOV2009,256
11NOV2009,257
12NOV2009,253
13NOV2009,235
16NOV2009,228
17NOV2009,196
18NOV2009,217
19NOV2009,231
20NOV2009,219
23NOV2009,244
24NOV2009,234
25NOV2009,229
27NOV2009,240
30NOV2009,246
01DEC2009,264
02DEC2009,264
03DEC2009,246
04DEC2009,273
07DEC2009,277
08DEC2009,269
09DEC2009,257
10DEC2009,251
11DEC2009,226
14DEC2009,212
15DEC2009,202
16DEC2009,197
17DEC2009,202
18DEC2009,211
21DEC2009,264
22DEC2009,259
23DEC2009,249
24DEC2009,272
28DEC2009,287
29DEC2009,260
30DEC2009,274
31DEC2009,272
04JAN2010,292
05JAN2010,273
06JAN2010,270
07JAN2010,254
08JAN2010,232
11JAN2010,228
12JAN2010,220
13JAN2010,233
14JAN2010,214
15JAN2010,251
19JAN2010,277
20JAN2010,257
21JAN2010,264
22JAN2010,300
25JAN2010,294
26JAN2010,318
27JAN2010,288
28JAN2010,282
29JAN2010,302
01FEB2010,276
02FEB2010,241
03FEB2010,237
04FEB2010,275
05FEB2010,266
08FEB2010,219
09FEB2010,226
10FEB2010,205
11FEB2010,229
12FEB2010,217
16FEB2010,207
17FEB2010,196
18FEB2010,191
19FEB2010,189
22FEB2010,224
23FEB2010,232
24FEB2010,216
25FEB2010,244
26FEB2010,243
01MAR2010,263
02MAR2010,235
03MAR2010,206
04MAR2010,228
05MAR2010,292
08MAR2010,237
09MAR2010,285
10MAR2010,254
11MAR2010,234
12MAR2010,257
15MAR2010,255
16MAR2010,233
17MAR2010,223
18MAR2010,208
19MAR2010,210
22MAR2010,244
23MAR2010,272
24MAR2010,272
25MAR2010,264
26MAR2010,272
29MAR2010,255
30MAR2010,281
31MAR2010,258
01APR2010,273
05APR2010,281
06APR2010,263
07APR2010,261
08APR2010,247
09APR2010,229
12APR2010,216
13APR2010,195
14APR2010,236
15APR2010,248
16APR2010,273
19APR2010,281
20APR2010,259
21APR2010,329
22APR2010,301
23APR2010,328
26APR2010,312
27APR2010,324
28APR2010,320
29APR2010,303
30APR2010,290
03MAY2010,271
04MAY2010,313
05MAY2010,326
06MAY2010,362
07MAY2010,368
10MAY2010,332
11MAY2010,336
12MAY2010,302
13MAY2010,303
14MAY2010,315
17MAY2010,281
18MAY2010,274
19MAY2010,275
20MAY2010,308
21MAY2010,325
24MAY2010,295
25MAY2010,304
26MAY2010,280
27MAY2010,256
28MAY2010,272
01JUN2010,287
02JUN2010,248
03JUN2010,255
04JUN2010,262
07JUN2010,263
08JUN2010,262
09JUN2010,254
10JUN2010,235
11JUN2010,197
14JUN2010,201
15JUN2010,202
16JUN2010,229
17JUN2010,222
18JUN2010,222
21JUN2010,256
22JUN2010,237
23JUN2010,272
24JUN2010,268
25JUN2010,256
28JUN2010,253
29JUN2010,312
30JUN2010,281
01JUL2010,321
02JUL2010,280
06JUL2010,273
07JUL2010,235
08JUL2010,235
09JUL2010,220
12JUL2010,207
13JUL2010,251
14JUL2010,217
15JUL2010,268
16JUL2010,232
19JUL2010,303
20JUL2010,294
21JUL2010,291
22JUL2010,273
23JUL2010,255
26JUL2010,218
27JUL2010,250
28JUL2010,225
29JUL2010,243
30JUL2010,207
02AUG2010,223
03AUG2010,220
04AUG2010,221
05AUG2010,208
06AUG2010,211
09AUG2010,183
10AUG2010,218
11AUG2010,249
12AUG2010,221
13AUG2010,199
16AUG2010,186
17AUG2010,184
18AUG2010,171
19AUG2010,203
20AUG2010,171
23AUG2010,227
24AUG2010,266
25AUG2010,245
26AUG2010,249
27AUG2010,243
30AUG2010,213
31AUG2010,215
01SEP2010,232
02SEP2010,233
03SEP2010,230
07SEP2010,226
08SEP2010,224
09SEP2010,226
10SEP2010,202
13SEP2010,217
14SEP2010,207
15SEP2010,232
16SEP2010,262
17SEP2010,248
20SEP2010,334
21SEP2010,304
22SEP2010,278
23SEP2010,332
24SEP2010,322
27SEP2010,324
28SEP2010,343
29SEP2010,306
30SEP2010,323
01OCT2010,274
04OCT2010,304
05OCT2010,283
06OCT2010,268
07OCT2010,261
08OCT2010,297
11OCT2010,274
12OCT2010,266
13OCT2010,281
14OCT2010,273
15OCT2010,295
18OCT2010,379
19OCT2010,366
20OCT2010,339
21OCT2010,334
22OCT2010,288
25OCT2010,313
26OCT2010,271
27OCT2010,276
28OCT2010,344
29OCT2010,302
01NOV2010,303
02NOV2010,340
03NOV2010,327
04NOV2010,389
05NOV2010,354
08NOV2010,337
09NOV2010,345
10NOV2010,355
11NOV2010,334
12NOV2010,395
15NOV2010,332
16NOV2010,369
17NOV2010,333
18NOV2010,365
19NOV2010,294
22NOV2010,345
23NOV2010,361
24NOV2010,381
26NOV2010,302
29NOV2010,353
30NOV2010,374
01DEC2010,360
02DEC2010,367
03DEC2010,329
06DEC2010,364
07DEC2010,370
08DEC2010,332
09DEC2010,316
10DEC2010,323
13DEC2010,383
14DEC2010,323
15DEC2010,324
16DEC2010,316
17DEC2010,313
20DEC2010,400
21DEC2010,356
22DEC2010,342
23DEC2010,346
27DEC2010,371
28DEC2010,342
29DEC2010,332
30DEC2010,353
31DEC2010,334
03JAN2011,414
04JAN2011,368
05JAN2011,362
06JAN2011,387
07JAN2011,372
10JAN2011,628
11JAN2011,581
12JAN2011,544
13JAN2011,589
14JAN2011,565
18JAN2011,648
19JAN2011,671
20JAN2011,618
21JAN2011,597
24JAN2011,617
25JAN2011,598
26JAN2011,600
27JAN2011,532
28JAN2011,630
31JAN2011,527
01FEB2011,575
02FEB2011,458
03FEB2011,535
04FEB2011,529
07FEB2011,628
08FEB2011,594
09FEB2011,583
10FEB2011,603
11FEB2011,546
14FEB2011,504
15FEB2011,480
16FEB2011,582
17FEB2011,596
18FEB2011,661
22FEB2011,794
23FEB2011,715
24FEB2011,666
25FEB2011,621
28FEB2011,613
01MAR2011,600
02MAR2011,562
03MAR2011,657
04MAR2011,582
07MAR2011,609
08MAR2011,548
09MAR2011,546
10MAR2011,638
11MAR2011,532
14MAR2011,532
15MAR2011,628
16MAR2011,706
17MAR2011,636
18MAR2011,583
21MAR2011,529
22MAR2011,507
23MAR2011,499
24MAR2011,553
25MAR2011,565
28MAR2011,506
29MAR2011,448
30MAR2011,504
31MAR2011,468
01APR2011,510
04APR2011,512
05APR2011,512
06APR2011,494
07APR2011,483
08APR2011,503
11APR2011,497
12APR2011,486
13APR2011,446
14APR2011,415
15APR2011,480
18APR2011,592
19APR2011,529
20APR2011,585
21APR2011,667
25APR2011,516
26APR2011,522
27APR2011,484
28APR2011,525
29APR2011,599
02MAY2011,516
03MAY2011,494
04MAY2011,488
05MAY2011,489
06MAY2011,437
09MAY2011,430
10MAY2011,448
11MAY2011,473
12MAY2011,438
13MAY2011,461
16MAY2011,462
17MAY2011,444
18MAY2011,414
19MAY2011,397
20MAY2011,410
23MAY2011,523
24MAY2011,435
25MAY2011,432
26MAY2011,470
27MAY2011,429
31MAY2011,482
01JUN2011,492
02JUN2011,432
03JUN2011,456
06JUN2011,500
07JUN2011,488
08JUN2011,460
09JUN2011,394
10JUN2011,483
13JUN2011,410
14JUN2011,466
15JUN2011,423
16JUN2011,551
17JUN2011,472
20JUN2011,568
21JUN2011,527
22JUN2011,475
23JUN2011,538
24JUN2011,475
27JUN2011,472
28JUN2011,455
29JUN2011,468
30JUN2011,521
01JUL2011,510
05JUL2011,539
06JUL2011,546
07JUL2011,571
08JUL2011,547
11JUL2011,499
12JUL2011,468
13JUL2011,428
14JUL2011,495
15JUL2011,496
18JUL2011,660
19JUL2011,673
20JUL2011,828
21JUL2011,718
22JUL2011,680
25JUL2011,717
26JUL2011,690
27JUL2011,737
28JUL2011,693
29JUL2011,642
01AUG2011,647
02AUG2011,650
03AUG2011,669
04AUG2011,748
05AUG2011,766
08AUG2011,429
09AUG2011,750
10AUG2011,728
11AUG2011,659
12AUG2011,597
15AUG2011,570
16AUG2011,532
17AUG2011,519
18AUG2011,678
19AUG2011,594
22AUG2011,642
23AUG2011,657
24AUG2011,653
25AUG2011,728
26AUG2011,672
29AUG2011,639
30AUG2011,587
31AUG2011,620
01SEP2011,562
02SEP2011,595
06SEP2011,634
07SEP2011,603
08SEP2011,580
09SEP2011,605
12SEP2011,540
13SEP2011,538
14SEP2011,559
15SEP2011,576
16SEP2011,605
19SEP2011,745
20SEP2011,823
21SEP2011,782
22SEP2011,862
23SEP2011,734
26SEP2011,765
27SEP2011,699
28SEP2011,595
29SEP2011,769
30SEP2011,707
03OCT2011,780
04OCT2011,850
05OCT2011,749
06OCT2011,765
07OCT2011,686
10OCT2011,706
11OCT2011,748
12OCT2011,759
13OCT2011,685
14OCT2011,785
17OCT2011,715
18OCT2011,739
19OCT2011,831
20OCT2011,681
21OCT2011,647
24OCT2011,698
25OCT2011,635
26OCT2011,667
27OCT2011,727
28OCT2011,613
31OCT2011,623
01NOV2011,695
02NOV2011,613
03NOV2011,675
04NOV2011,530
07NOV2011,574
08NOV2011,624
09NOV2011,724
10NOV2011,799
11NOV2011,761
14NOV2011,654
15NOV2011,608
16NOV2011,552
17NOV2011,701
18NOV2011,598
21NOV2011,745
22NOV2011,734
23NOV2011,673
25NOV2011,585
28NOV2011,671
29NOV2011,713
30NOV2011,665
01DEC2011,677
02DEC2011,672
05DEC2011,645
06DEC2011,571
07DEC2011,583
08DEC2011,567
09DEC2011,574
12DEC2011,505
13DEC2011,553
14DEC2011,636
15DEC2011,582
16DEC2011,572
19DEC2011,599
20DEC2011,644
21DEC2011,646
22DEC2011,634
23DEC2011,638
27DEC2011,696
28DEC2011,603
29DEC2011,644
30DEC2011,580
03JAN2012,695
04JAN2012,636
05JAN2012,717
06JAN2012,684
09JAN2012,749
10JAN2012,700
11JAN2012,640
12JAN2012,661
13JAN2012,608
17JAN2012,648
18JAN2012,664
19JAN2012,693
20JAN2012,661
23JAN2012,733
24JAN2012,747
25JAN2012,920
26JAN2012,821
27JAN2012,774
30JAN2012,832
31JAN2012,744
01FEB2012,726
02FEB2012,751
03FEB2012,729
06FEB2012,749
07FEB2012,773
08FEB2012,879
09FEB2012,1006
10FEB2012,919
13FEB2012,892
14FEB2012,884
15FEB2012,1043
16FEB2012,1058
17FEB2012,919
21FEB2012,993
22FEB2012,938
23FEB2012,1062
24FEB2012,1094
27FEB2012,990
28FEB2012,1048
29FEB2012,1126
01MAR2012,1195
02MAR2012,966
05MAR2012,1134
06MAR2012,1103
07MAR2012,1116
08MAR2012,1239
09MAR2012,1158
12MAR2012,924
13MAR2012,1062
14MAR2012,1295
15MAR2012,1321
16MAR2012,1083
19MAR2012,1241
20MAR2012,1226
21MAR2012,1209
22MAR2012,1161
23MAR2012,1039
26MAR2012,1170
27MAR2012,1185
28MAR2012,1191
29MAR2012,1100
30MAR2012,1182
02APR2012,1155
03APR2012,1345
04APR2012,1174
05APR2012,1213
09APR2012,1251
10APR2012,1301
11APR2012,1185
12APR2012,1118
13APR2012,1269
16APR2012,1283
17APR2012,1151
18APR2012,1107
19APR2012,1151
20APR2012,1244
23APR2012,1270
24APR2012,1218
25APR2012,1287
26APR2012,1201
27APR2012,1107
30APR2012,1168
01MAY2012,1079
02MAY2012,1074
03MAY2012,942
04MAY2012,1058
07MAY2012,1003
08MAY2012,1046
09MAY2012,946
10MAY2012,830
11MAY2012,928
14MAY2012,878
15MAY2012,934
16MAY2012,994
17MAY2012,1099
18MAY2012,1021
21MAY2012,1129
22MAY2012,1084
23MAY2012,992
24MAY2012,1036
25MAY2012,825
29MAY2012,878
30MAY2012,907
31MAY2012,927
01JUN2012,886
04JUN2012,969
05JUN2012,774
06JUN2012,832
07JUN2012,873
08JUN2012,791
11JUN2012,879
12JUN2012,765
13JUN2012,756
14JUN2012,787
15JUN2012,908
18JUN2012,970
19JUN2012,905
20JUN2012,807
21JUN2012,892
22JUN2012,718
25JUN2012,847
26JUN2012,760
27JUN2012,738
28JUN2012,782
29JUN2012,825
02JUL2012,911
03JUL2012,847
05JUL2012,1148
06JUL2012,927
09JUL2012,881
10JUL2012,1001
11JUL2012,945
12JUL2012,905
13JUL2012,822
16JUL2012,796
17JUL2012,715
18JUL2012,691
19JUL2012,870
20JUL2012,829
23JUL2012,1044
24JUL2012,978
25JUL2012,1224
26JUL2012,1053
27JUL2012,1049
30JUL2012,1006
31JUL2012,1096
01AUG2012,942
02AUG2012,893
03AUG2012,914
06AUG2012,964
07AUG2012,940
08AUG2012,965
09AUG2012,950
10AUG2012,972
13AUG2012,975
14AUG2012,1013
15AUG2012,831
16AUG2012,977
17AUG2012,1039
20AUG2012,1328
21AUG2012,1321
22AUG2012,1254
23AUG2012,1193
24AUG2012,1137
27AUG2012,1269
28AUG2012,1056
29AUG2012,1009
30AUG2012,1076
31AUG2012,1030
04SEP2012,1081
05SEP2012,1005
06SEP2012,1124
07SEP2012,1110
10SEP2012,1193
11SEP2012,1101
12SEP2012,1101
13SEP2012,1246
14SEP2012,1286
17SEP2012,1149
18SEP2012,1147
19SEP2012,1163
20SEP2012,1141
21SEP2012,1162
24SEP2012,1336
25SEP2012,1332
26SEP2012,1424
27SEP2012,1321
28SEP2012,1297
01OCT2012,1190
02OCT2012,1186
03OCT2012,1194
04OCT2012,1092
05OCT2012,1252
08OCT2012,1440
09OCT2012,1410
10OCT2012,1345
11OCT2012,1238
12OCT2012,1254
15OCT2012,1080
16OCT2012,1132
17OCT2012,1009
18OCT2012,1160
19OCT2012,1330
22OCT2012,1292
23OCT2012,1300
24OCT2012,1282
25OCT2012,1470
26OCT2012,1557
31OCT2012,1378
01NOV2012,1243
02NOV2012,1408
05NOV2012,1352
06NOV2012,1244
07NOV2012,1649
08NOV2012,1739
09NOV2012,1669
12NOV2012,1308
13NOV2012,1356
14NOV2012,1288
15NOV2012,1645
16NOV2012,1773
19NOV2012,1697
20NOV2012,1496
21NOV2012,1428
23NOV2012,1175
26NOV2012,1587
27NOV2012,1394
28NOV2012,1435
29NOV2012,1459
30NOV2012,1165
03DEC2012,1207
04DEC2012,1349
05DEC2012,1640
06DEC2012,1690
07DEC2012,1513
10DEC2012,1528
11DEC2012,1444
12DEC2012,1283
13DEC2012,1412
14DEC2012,1712
17DEC2012,1607
18DEC2012,1406
19DEC2012,1197
20DEC2012,1286
21DEC2012,1340
24DEC2012,1026
26DEC2012,1299
27DEC2012,1420
28DEC2012,1291
31DEC2012,1488
02JAN2013,1462
03JAN2013,1335
04JAN2013,1345
07JAN2013,1316
08JAN2013,1172
09JAN2013,1217
10JAN2013,1323
11JAN2013,1171
14JAN2013,1377
15JAN2013,1491
16JAN2013,1418
17JAN2013,1336
18JAN2013,1233
22JAN2013,1383
23JAN2013,1488
24JAN2013,1665
25JAN2013,1480
28JAN2013,1443
29JAN2013,1339
30JAN2013,1257
31JAN2013,1077
01FEB2013,1187
04FEB2013,1133
05FEB2013,1133
06FEB2013,1187
07FEB2013,1262
08FEB2013,1382
11FEB2013,1227
12FEB2013,1194
13FEB2013,1207
14FEB2013,1055
15FEB2013,1064
19FEB2013,1159
20FEB2013,1091
21FEB2013,1185
22FEB2013,1016
25FEB2013,1005
26FEB2013,1143
27FEB2013,1009
28FEB2013,936
01MAR2013,1170
04MAR2013,1262
05MAR2013,1198
06MAR2013,1152
07MAR2013,1015
08MAR2013,1076
11MAR2013,1042
12MAR2013,986
13MAR2013,1027
14MAR2013,950
15MAR2013,1052
18MAR2013,1120
19MAR2013,1059
20MAR2013,904
21MAR2013,869
22MAR2013,894
25MAR2013,968
26MAR2013,874
27MAR2013,905
28MAR2013,960
01APR2013,1008
02APR2013,1023
03APR2013,925
04APR2013,934
05APR2013,981
08APR2013,826
09APR2013,829
10APR2013,851
11APR2013,854
12APR2013,812
15APR2013,854
16APR2013,827
17APR2013,1180
18APR2013,1184
19APR2013,1075
22APR2013,1086
23APR2013,1103
24APR2013,1189
25APR2013,1015
26APR2013,999
29APR2013,1063
30APR2013,1128
01MAY2013,914
02MAY2013,1023
03MAY2013,998
06MAY2013,1107
07MAY2013,944
08MAY2013,1015
09MAY2013,988
10MAY2013,936
13MAY2013,804
14MAY2013,956
15MAY2013,1110
16MAY2013,1069
17MAY2013,788
20MAY2013,968
21MAY2013,832
22MAY2013,906
23MAY2013,783
24MAY2013,746
28MAY2013,853
29MAY2013,766
30MAY2013,892
31MAY2013,874
03JUN2013,830
04JUN2013,761
05JUN2013,785
06JUN2013,897
07JUN2013,825
10JUN2013,871
11JUN2013,715
12JUN2013,809
13JUN2013,754
14JUN2013,775
17JUN2013,732
18JUN2013,689
19JUN2013,804
20JUN2013,919
21JUN2013,899
24JUN2013,1017
25JUN2013,808
26JUN2013,850
27JUN2013,908
28JUN2013,824
01JUL2013,876
02JUL2013,860
03JUL2013,732
05JUL2013,695
08JUL2013,744
09JUL2013,791
10JUL2013,735
11JUL2013,767
12JUL2013,734
15JUL2013,703
16JUL2013,716
17JUL2013,687
18JUL2013,717
19JUL2013,749
22JUL2013,764
23JUL2013,894
24JUL2013,996
25JUL2013,850
26JUL2013,687
29JUL2013,876
30JUL2013,903
31JUL2013,789
01AUG2013,751
02AUG2013,807
05AUG2013,866
06AUG2013,907
07AUG2013,782
08AUG2013,814
09AUG2013,809
12AUG2013,900
13AUG2013,1042
14AUG2013,1038
15AUG2013,978
16AUG2013,890
19AUG2013,1074
20AUG2013,983
21AUG2013,916
22AUG2013,821
23AUG2013,829
26AUG2013,941
27AUG2013,985
28AUG2013,860
29AUG2013,770
30AUG2013,802
03SEP2013,836
04SEP2013,867
05SEP2013,793
06SEP2013,797
09SEP2013,975
10SEP2013,922
11SEP2013,1007
12SEP2013,906
13SEP2013,858
16SEP2013,957
17SEP2013,881
18SEP2013,820
19SEP2013,870
20SEP2013,805
23SEP2013,1054
24SEP2013,915
25SEP2013,841
26SEP2013,847
27SEP2013,767
30SEP2013,828
01OCT2013,930
02OCT2013,865
03OCT2013,873
04OCT2013,736
07OCT2013,829
08OCT2013,853
09OCT2013,854
10OCT2013,894
11OCT2013,834
14OCT2013,851
15OCT2013,918
16OCT2013,839
17OCT2013,860
18OCT2013,909
21OCT2013,1166
22OCT2013,1160
23OCT2013,983
24OCT2013,1157
25OCT2013,1074
28OCT2013,1142
29OCT2013,1242
30OCT2013,973
31OCT2013,916
01NOV2013,865
04NOV2013,831
05NOV2013,910
06NOV2013,913
07NOV2013,917
08NOV2013,825
11NOV2013,783
12NOV2013,781
13NOV2013,726
14NOV2013,929
15NOV2013,715
18NOV2013,894
19NOV2013,824
20NOV2013,785
21NOV2013,868
22NOV2013,724
25NOV2013,820
26NOV2013,1104
27NOV2013,1111
29NOV2013,1062
02DEC2013,1164
03DEC2013,1088
04DEC2013,1053
05DEC2013,1162
06DEC2013,974
09DEC2013,952
10DEC2013,831
11DEC2013,864
12DEC2013,870
13DEC2013,986
16DEC2013,834
17DEC2013,766
18DEC2013,1043
19DEC2013,890
20DEC2013,798
23DEC2013,1131
24DEC2013,830
26DEC2013,922
27DEC2013,858
30DEC2013,966
31DEC2013,867
02JAN2014,951
03JAN2014,1055
06JAN2014,1043
07JAN2014,954
08JAN2014,876
09JAN2014,1022
10JAN2014,1038
13JAN2014,962
14JAN2014,917
15JAN2014,1033
16JAN2014,895
17JAN2014,973
21JAN2014,979
22JAN2014,994
23JAN2014,1001
24JAN2014,959
27JAN2014,1120
28JAN2014,1336
29JAN2014,1149
30JAN2014,1100
31JAN2014,1018
03FEB2014,969
04FEB2014,895
05FEB2014,1088
06FEB2014,927
07FEB2014,973
10FEB2014,991
11FEB2014,967
12FEB2014,896
13FEB2014,969
14FEB2014,905
18FEB2014,941
19FEB2014,874
20FEB2014,922
21FEB2014,833
24FEB2014,917
25FEB2014,819
26FEB2014,899
27FEB2014,931
28FEB2014,845
03MAR2014,826
04MAR2014,808
05MAR2014,787
06MAR2014,816
07MAR2014,754
10MAR2014,824
11MAR2014,892
12MAR2014,724
13MAR2014,860
14MAR2014,918
17MAR2014,787
18MAR2014,785
19MAR2014,805
20MAR2014,724
21MAR2014,701
24MAR2014,879
25MAR2014,864
26MAR2014,844
27MAR2014,822
28MAR2014,682
31MAR2014,692
01APR2014,699
02APR2014,673
03APR2014,685
04APR2014,746
07APR2014,848
08APR2014,714
09APR2014,700
10APR2014,750
11APR2014,860
14APR2014,729
15APR2014,809
16APR2014,722
17APR2014,829
21APR2014,796
22APR2014,724
23APR2014,855
24APR2014,1286
25APR2014,915
28APR2014,1113
29APR2014,1046
30APR2014,1037
01MAY2014,900
02MAY2014,777
05MAY2014,822
06MAY2014,1011
07MAY2014,900
08MAY2014,894
09MAY2014,944
12MAY2014,827
13MAY2014,786
14MAY2014,784
15MAY2014,793
16MAY2014,733
19MAY2014,906
20MAY2014,832
21MAY2014,800
22MAY2014,821
23MAY2014,811
27MAY2014,993
28MAY2014,1022
29MAY2014,1129
30MAY2014,1166
02JUN2014,1064
03JUN2014,1023
04JUN2014,1082
05JUN2014,1065
06JUN2014,1089
09JUN2014,1042
10JUN2014,1015
11JUN2014,972
12JUN2014,996
13JUN2014,1007
16JUN2014,867
17JUN2014,856
18JUN2014,841
19JUN2014,806
20JUN2014,788
23JUN2014,792
24JUN2014,860
25JUN2014,840
26JUN2014,730
27JUN2014,721
30JUN2014,917
01JUL2014,856
02JUL2014,739
03JUL2014,710
07JUL2014,918
08JUL2014,890
09JUL2014,803
10JUL2014,866
11JUL2014,785
14JUL2014,885
15JUL2014,819
16JUL2014,853
17JUL2014,879
18JUL2014,695
21JUL2014,811
22JUL2014,817
23JUL2014,915
24JUL2014,778
25JUL2014,748
28JUL2014,829
29JUL2014,766
30JUL2014,753
31JUL2014,870
01AUG2014,797
04AUG2014,721
05AUG2014,776
06AUG2014,872
07AUG2014,805
08AUG2014,793
11AUG2014,729
12AUG2014,680
13AUG2014,672
14AUG2014,676
15AUG2014,671
18AUG2014,800
19AUG2014,854
20AUG2014,841
21AUG2014,786
22AUG2014,822
25AUG2014,806
26AUG2014,740
27AUG2014,818
28AUG2014,863
29AUG2014,776
02SEP2014,865
03SEP2014,942
04SEP2014,927
05SEP2014,733
08SEP2014,767
09SEP2014,951
10SEP2014,837
11SEP2014,803
12SEP2014,815
15SEP2014,768
16SEP2014,791
17SEP2014,748
18SEP2014,738
19SEP2014,746
22SEP2014,766
23SEP2014,788
24SEP2014,777
25SEP2014,949
26SEP2014,735
29SEP2014,762
30SEP2014,772
01OCT2014,787
02OCT2014,777
